theme_name,set_name,prod_long_desc,list_price,piece_count,ages,review_difficulty
Star Wars™,First Order Transport Speeder Battle Pack,"Expand your LEGO® Star Wars forces with the First Order Transport Speeder Battle Pack, featuring space for 2 minifigures, front and rear stud shooters, and detachable stud blasters, batons and new-for-June-2017 shield elements for the First Order Stormtroopers. This set includes 4 minifigures.
Includes 4 minifigures: 2 First Order Stormtroopers, a First Order Flametrooper and a First Order Officer.
Features space for 2 minifigures, front and rear stud shooters, and detachable stud blasters, batons and new-for-June-2017 Stormtrooper shield elements.
Engage the enemy and fire the stud shooters!
Detach the batons and shields and get the troopers ready for battle.
Weapons include 2 batons, 3 stud blasters and a flamethrower.
Measures over 1” (3cm) high, 4” (12cm) long and 2” (6cm) wide.",21.948,117.0,6-12,Easy
Star Wars™,Yoda's Hut,"Reenact an iconic LEGO® Star Wars training scene at Yoda’s Hut on Dagobah. This feature-packed set includes Yoda’s swamp home with foldout training sections, from where Luke can balance boxes and stand on one arm to demonstrate his fledgling Jedi powers. There's also a Force jump function that can be attached to the front or back of the model. Jump Luke from the roof and swing from the ‘vine' with Yoda on his back. Inside, there's a folding bed, fireplace, a selection of food and furnishing elements, plus a secret compartment under the floor. There’s even a window at the side so R2-D2 can peer in! This feature-laden Star Wars toy includes 2 minifigures.
Includes Yoda and Luke Skywalker minifigures plus an R2-D2 figure.
Features foldout training sections, a detachable Force jump function, rooftop ‘vine’ swing function and a detailed interior including folding bed, fireplace, food and furnishing elements, and a secret underfloor compartment.
Carry Yoda on Luke's back as he trains.
Balance boxes, stand on one arm, pull a cool Force jump and swing from the ‘vine' like a true Jedi!
Weapons include Yoda's staff and Luke's Lightsaber.
Accessory elements include a carrot, frying pan, bottle and a snake.
This LEGO® Star Wars toy is suitable for ages 7-12.
Measures over 4” (11cm) high, 9” (25cm) long and 4” (11cm) wide.",42.688,229.0,7-12,Easy
Star Wars™,Jedi™ and Clone Troopers™ Battle Pack,"Command your own LEGO® Star Wars Jedi & Clone Trooper squad with this fun battle pack, featuring 2 Lightsaber-wielding Jedi warriors, 2 Clone Troopers with stud blasters and a speeder with stud shooters and rotating wingtip guns.
Includes 4 minifigures: Ki-Adi Mundi, Barriss Offee and 2 Clone Troopers.
Features a speeder with opening canopy and space for a Clone Trooper inside, 2 stud shooters and rotating guns on the wingtips.
Weapons include 2 stud blasters for the Clone Troopers and 2 Lightsabers.
This LEGO® Star Wars toy is suitable for ages 6-12.
Speeder measures over 1” (5cm) high, 3” (10cm) long and 4” (12cm) wide.",21.948,102.0,6-12,Easy
Star Wars™,Imperial Patrol Battle Pack,"Play out Imperial law-enforcing scenarios with this imposing LEGO® Star Wars Imperial Patrol Battle Pack. Featuring a speeder with stud shooters, an Emigration Officer, Recruitment Officer and 2 Imperial Patrol Troopers, this Star Wars toy has everything your budding Imperial officer needs to keep their Star Wars minifigure collection under control!
Includes 4 minifigures: an Imperial Recruitment Officer, Imperial Emigration Officer and 2 Imperial Patrol Troopers.
Features a speeder with a minifigure seat and 2 stud shooters.
Also includes 4 stud blasters for the minifigures.
This LEGO® Star Wars toy is suitable for ages 6-12.
Speeder measures over 1” (3cm) high, 5” (13cm) long and 1” (5cm) wide.",21.948,99.0,6-12,Easy
Star Wars™,A-Wing Starfighter™,"Launch into LEGO® Star Wars missions with the high-speed A-Wing Starfighter, featuring an opening minifigure cockpit, retractable landing gear, rotating laser cannons and dual spring-loaded shooters. There’s also a service cart loaded with tools, extra ammo and a detachable access ladder to load the A-Wing Pilot into position. Includes three minifigures.
Includes three minifigures: Lando Calrissian, an A-Wing Pilot and a Rebel Ground Crew.
Features an A-Wing Starfighter and a service cart.
A-Wing Starfighter features an opening minifigure cockpit, retractable landing gear, rotating laser cannons and two spring-loaded shooters.
Service cart features a detachable access ladder, toolbox, wrench, welding apparatus, cup and extra ammo.
Weapons include Lando's special blaster and the A-Wing Pilot's blaster pistol.
This set offers an age-appropriate build and play experience for ages 8-14.
A-Wing Starfighter measures over 2” (7cm) high, 7” (20cm) long and 4” (12cm) wide.
Service cart measures over 2” (7cm) high, 3” (9cm) long and 1” (3cm) wide.",67.088,358.0,8-14,Easy
Star Wars™,Millennium Falcon™,"Welcome to the largest, most detailed LEGO® Star Wars Millennium Falcon model we’ve ever created—in fact, with 7,500 pieces it’s one of our biggest LEGO models, period! This amazing LEGO interpretation of Han Solo’s unforgettable Corellian freighter has all the details that Star Wars fans of any age could wish for, including intricate exterior detailing, upper and lower quad laser cannons, landing legs, lowering boarding ramp and a 4-minifigure cockpit with detachable canopy. Remove individual hull plates to reveal the highly detailed main hold, rear compartment and gunnery station. This amazing model also features interchangeable sensor dishes and crew, so you decide whether to play out classic LEGO Star Wars adventures with Han, Leia, Chewbacca and C-3PO, or enter the world of Episode VII and VIII with older Han, Rey, Finn and BB-8!
Includes 4 classic crew minifigures: Han Solo, Chewbacca, Princess Leia and C-3PO.
Also includes 3 Episode VII/VIII crew minifigures: Older Han Solo, Rey and Finn.
Figures include a BB-8 droid, 2 buildable Porgs and a buildable Mynock.
Exterior features include intricately detailed and removable hull panels, a lowering boarding ramp, concealed blaster cannon, 4-minifigure cockpit with detachable canopy, interchangeable round/rectangular sensor dishes, upper and lower quad laser cannons, and 7 landing legs.
Main hold features a seating area, Dejarik holographic game, combat remote training helmet, engineering station with turning minifigure seat and a doorway build with passageway decoration.
Rear compartment features the engine room with hyperdrive and console, 2 doorways, hidden floor compartment, 2 escape pod hatches, engineering console and an access ladder to the gunnery station.
Gunnery station features a minifigure gunner’s seat and detachable hull panel with fully rotating quad laser cannon. An additional quad laser cannon is also mounted on the underside.
This model includes 7,500 pieces.
Also includes an informational fact plaque.
Features a new-for-October-2017 cockpit canopy element.
Classic crew weapons include Han’s blaster pistol and Chewbacca’s stud-firing bowcaster.
Episode VII/VIII crew weapons include Han’s blaster, Rey’s small silver blaster and Finn’s medium blaster rifle.
Change out the features and crew characters to switch between classic and Episode VII/VIII versions of the Millennium Falcon!
Open individual hull panels to access the detailed interior while retaining the overall exterior appearance.
Slide the panel to reveal the concealed blaster cannon.
Turn classic Leia’s and Han’s head to reveal their breathing mask decoration.
Makes the perfect intergalactic toy or flagship display model.
Measures over 8” (21cm) high, 33” (84cm) long and 22” (56cm) wide.",1035.78,7541.0,16+,Challenging
Disney™,The Disney Castle,"Bring the magical world of Disney to your home with The Disney Castle. This highly detailed LEGO® model with over 4,000 pieces offers a rewarding build and play experience, and comes with an array of exciting Disney-themed features and functions. The intricately detailed facade and towers replicate the iconic Walt Disney World® Resort Cinderella Castle, and each accessible castle room includes special features inspired by some of Disney’s greatest animated feature films, providing endless play possibilities with the included minifigures: Mickey Mouse, Minnie Mouse, Donald Duck, Daisy Duck and Tinker Bell, or other characters from your collection.
Includes 5 minifigures: Mickey Mouse with a tuxedo, Minnie Mouse with red dress, Donald Duck with classic outfit, Daisy Duck with pink skirt, lavender colored shoes and a bow, and Tinker Bell with wig element, skirt, wings and a magic wand.
The Disney Castle features a detailed facade with a stone bridge, clock, wide arched entrance, ornate balconies, spired towers, plus a four-story main building and a five-story, golden-spired main tower, both containing rooms with assorted Disney-inspired features and elements.
Castle main building first floor features the main hall with large arched doorway, mosaic floor tiling, ornate chandelier, suits of armor, shield-decorated walls, grandfather clock, floor-standing vase with buildable flower elements, magic carpet and a golden lamp.
Castle main building second-floor room features buildable dark-blue curtains with curtain pole, ornate buildable candelabra and rose, and glass case elements.
Castle main building third-floor room features a chest with book of spells, mop and bucket elements, and access to the main tower second-floor room.
Castle main building fourth-floor bedroom features a detailed bed with decorative golden headboard elements.
Main tower first-floor kitchen features a large redbrick-patterned stove, workbench, buildable broom and pumpkin, plus pots, pans and assorted kitchen and food elements.
Main tower second-floor room includes a spinning wheel and access to the castle main building third-floor room.
Main tower third-floor room features a chest containing brush, scissor and lock of black hair elements, plus a balcony with 2 stud shooters for a firework-display function.
Main tower fourth-floor room features a golden mirror, plus red apple and glass vase elements.
Main tower fifth-floor room features a window bench and an arched window.
Also includes 2 frogs and a golden crown element.
Remove part of the roof section to discover the glass slipper element and fairy-tale book element with printed cover.
Launch the fireworks and let the magic begin!
Combine with other LEGO® minifigure characters for endless adventures!
This set offers an age-appropriate building experience for ages 16 and over.
This set includes over 4,000 LEGO® pieces.
The Disney Castle measures over 29” (74cm) high, 18.8” (48cm) wide and 12” (31cm) deep.",311.992,4080.0,16+,Challenging
Disney™,Silent Mary,"Bring the magic of Disney’s Pirates of the Caribbean to your home with this impressive replica of the Silent Mary ghost ship. This highly detailed LEGO® model with over 2,200 pieces features a hinged bow section, opening skeleton hull with decay and destruction detailing, movable rudder, collapsible main mast and two further masts, long bowsprit with crow’s nest and mast, tattered sails, detailed quarterdeck, plus a rowboat with two oars and an array of weapons and accessory elements. This model provides a rewarding build and play experience, and the integrated stand makes it suitable for display in the home or office. Also includes eight minifigures: Captain Jack Sparrow, Henry, Carina, Lieutenant Lesaro, Captain Salazar, Officer Magda, Officer Santos and the Silent Mary Masthead, plus two detachable ghost sharks.
Includes eight minifigures: Captain Jack Sparrow, Henry, Carina, Lieutenant Lesaro, Captain Salazar, Officer Magda, Officer Santos and the Silent Mary Masthead, plus two detachable ghost sharks.
Features a hinged bow section, opening skeleton hull with decay and destruction detailing, movable rudder, three masts including a collapsible main mast, long bowsprit with crow’s nest and mast, tattered sails, detailed quarterdeck, plus a rowboat with two oars.
Weapons include two gray swords, three black swords and a pistol.
Also includes the Silent Mary Masthead’s shield and sword elements.
Accessory elements include a compass, sextant, monocular, two brooms and a ship-in-a-bottle.
Special elements include Captain Salazar’s hairpiece and a decorated Galileo Diary with printed cover and astronomy page.
Raise the hinged bow section and open the skeleton hull to switch from sailing mode to attack mode.
Open the mid-hull section to access and release the ghost sharks.
This set includes over 2,200 pieces.
The Silent Mary with the main mast in vertical position measures over 18” (48cm) high, 26” (68cm) long and 8” (22cm) wide, and over 14” (36cm) wide with the main mast collapsed.",194.992,2294.0,14+,Average
Disney™,Elsa's Magical Ice Palace,"Build a grand and glittering Ice Palace for Elsa and feel the magic and adventure with the special sliding bridge and revolving staircase functions. There’s so much detail inside and out to help recreate scenes from Disney’s Frozen and Frozen Fever, or to create new and exciting stories with these much-loved characters. Includes Elsa and Anna mini-dolls plus Olaf, Marshmallow and four Snowgies.
Includes Elsa with shiny fabric cape and Anna mini-doll figures, plus Olaf, Marshmallow and four Snowgies.
Elsa’s Magical Ice Palace features grand entrance doors with sliding bridge function, a kitchen, table and stools, music area, magic revolving stairs function, upstairs bedroom with a big balcony and a slide.
Outside there is a playground with a tree, snow fort and a seesaw, plus a sleigh with three carriages.
Accessory elements include a teapot, glasses, cake, carrot, chocolate, sheet music, mirror and a rug.
Have fun building this enormous Ice Palace with special functions to add to the magic.
Play out scenes from Disney’s Frozen and Frozen Fever.
Create new adventures with your favorite Frozen characters.
This set offers an age-appropriate build and play experience for ages 5-12.
Elsa's Magical Ice Palace measures over 12” (31cm) high, 11” (30cm) wide and 7” (19cm) deep.
Playground with snow fort measures over 2” (6cm) high, 7” (20cm) wide and 1” (4cm) deep.
Sleigh with carriages measures over 4” (12cm) long, 1” (3cm) wide and under 1” (2cm) high.",77.992,701.0,6-12,Average
Disney™,Cinderella's Dream Castle,"LEGO® l Disney Cinderella’s Dream Castle is the ultimate set to play out your fairytales, whether recreating scenes from Disney’s Cinderella or creating new stories of your own. With a grand dining room, bedroom, dressing area, kitchen, fireplace and balcony, there's so much to explore and hidden secrets to discover in this popular toy for kids. Get creative using the modular design to easily move and swap sections within the model, or rearrange the rooms of the castle and integrate them with other compatible LEGO l Disney toys to build your own dream creations. Includes 2 mini-doll figures plus a foal and 2 mice figures.
Includes Cinderella and Prince Charming mini-doll figures, plus a foal and 2 mice figures.
Features a modular 3-story castle, pumpkin patch, horse jump, and a cart that can be pulled by the foal.
Castle features a dining area with table and chairs, bedroom with opening secret compartment in the bed, turning fireplace with secret hiding place, balcony with revolving dancefloor, kitchen, dressing area with vanity, and a lounge area with chaise longue.
Accessory elements include a glass slipper tile, opening book, invitation tile, perfume bottles, jewel, hairbrush, hair bows, croissants, cookies, cheese, pumpkins, water bottle, cooking pot, pan and glasses.
Customize the set by easily swapping and rearranging internal features such as the throne, stove, vanity and bench.
Move and rearrange the rooms to create a new castle every time, or combine, swap and mix this model with other compatible LEGO® l Disney toys to build your own dream creations.
Recreate scenes from Disney's Cinderella with these much-loved characters, or create new role-play stories of your own.
Help Cinderella and Prince Charming dance all night on the revolving dancefloor, then head to the kitchen to wash the dishes.
Take care of the foal and attach the cart to help him pull it along!
This popular toy for kids is suitable for ages 6-12.
Cinderella's Dream Castle measures over 13” (34cm) high, 9” (25cm) wide and 4” (12cm) deep.
Cart (without horse) measures over 1” (4cm) high, 3” (9cm) long and 1” (5cm) wide.",70.192,585.0,6-12,Challenging
Disney™,Ariel's Royal Celebration Boat,"LEGO® l Disney Ariel’s Royal Celebration Boat has everything you need to play out a happy ending for Disney’s The Little Mermaid’s Ariel and Prince Eric. Dance on the revolving dancefloor under the gazebo, spin Sebastian’s starfish decks, discover secret treasure and launch the colored firework bricks. Get creative using the modular design of this great children's toy to easily move and swap sections within the model, or integrate the gazebo with other compatible LEGO l Disney toys to build your own dream creations. Includes 2 mini-doll figures plus Sebastian and Max figures.
Includes 2 mini-doll figures: Prince Eric and Ariel with her dress and white fabric cape, plus Sebastian the crab and Max the dog figures.
Ariel’s Royal Celebration Boat features a gazebo with revolving dancefloor, ship’s wheel, vanity desk and firework launcher, plus a dock and Sebastian's island with turning starfish decks.
Accessory elements include a cake, glasses, crown, treasure chest, jewel, telescope, Ursula's contract tile, trident, hair bow, bone, firework pieces and a perfume bottle.
Customize this great children's toy by easily swapping and rearranging internal features such as the vanity, cake table and drinks table.
Move and rearrange the gazebo and dock to customize the boat, or combine, swap and mix this model with other compatible LEGO® l Disney toys to build your own dream creations.
Recreate the final wedding scenes from Disney's The Little Mermaid on this ornate boat full of features and secret places.
Help Ariel get ready for new adventures at the vanity desk, then put on her white wedding cape.
Spin Sebastian’s starfish and help Eric and Ariel dance on the revolving dancefloor, then launch the colorful firework pieces as the celebrations continue!
Suitable for ages 6-12.
Ariel’s Royal Celebration Boat measures over 6” (16cm) high, 9” (23cm) long and 4” (11cm) wide.
Sebastian's island measures over 1” (4cm) high, 1” (4cm) wide and 1” (4cm) deep.",50.692,380.0,6-12,Average
Disney™,Moana’s Ocean Voyage,"Discover the vibrant world of Disney’s Moana and join her on her epic adventure to bring back the heart of Te Fiti and restore harmony. This beautiful sailboat with opening storage under the deck, and island with transformation function, are perfect for recreating iconic scenes from the movie or creating new stories by the sea. Features a Moana mini-doll, Maui big figure, Heihei and two Kakamora.
Includes a Moana mini-doll figure, Maui big figure, plus Heihei the rooster and two Kakamora.
Moana’s Ocean Voyage features a voyaging canoe with sail and opening deck, Te Fiti island with transformation function and a catapult for the Kakamora.
Accessory elements include a banana, pineapple, map, oar and the heart of Te Fiti.
Prepare to set sail on Moana’s boat and take the heart back to Te Fiti.
Study the star map to navigate to the island.
Use the special function to transform Te Fiti back to a place of love and harmony.
This set offers an age-appropriate build and play experience for ages 6-12.
Moana’s Boat measures over 6” (16cm) high, 5” (13cm) long and 5” (13cm) wide.
Te Fiti island measures over 4” (11cm) high, 6” (17cm) long and 1” (5cm) deep.
Combine with 41149 Moana’s Island Adventure for even more fun with Moana.",38.992,307.0,6-12,Easy
Disney™,Cinderella's Enchanted Evening,"Reenact scenes from the iconic Disney movie, Cinderella, with this easy-to-build model. Play with Cinderella in her house with kitchen and upstairs sleeping area. Then change her into her ball gown and go to the ball in the carriage—and take off the roof for easy play inside with 2 seats for Cinderella and her Fairy Godmother. Includes 2 mini-doll figures, plus 2 figures: a horse and a mouse.
Includes 2 mini-doll figures from Disney’s Cinderella: Cinderella with switchable skirts and the Fairy Godmother, plus 2 animal figures: a horse and a mouse. • Features Cinderella’s Carriage, Cinderella’s house with 2 stories, and a revolving stand for her ball gown. • Cinderella’s Carriage sits 2 mini-doll figures and features a removable roof for easy play inside, opening door and an opening chest. • Cinderella’s house features an opening door and windows, downstairs kitchen area with sink and table, and a sleeping area upstairs. • Accessory elements include an invitation, 2 keys, magic wand, broom, hairbrush, scissors, plate with food and a piece of cheese. • Play and sing all day with Cinderella and her little mouse friend, as they do their chores around the house. • Help the Fairy Godmother transform Cinderella’s rags to a ball gown and show her around her amazing horse-drawn carriage. • Play out your favorite scenes from the movie or create new stories of your own with these much-loved characters. • Cinderella’s carriage measures over 4” (11cm) high, 9” (24cm) long and 2” (7cm) wide. • Cinderella’s house measures over 5” (14 cm) high, 4” (11cm) wide and 1” (5cm) deep.",38.992,350.0,6-12,Average
Disney™,Sleeping Beauty's Fairytale Castle,"LEGO® l Disney Sleeping Beauty’s Fairytale Castle is easy to build and perfect for playing out favorite moments from Disney’s Sleeping Beauty. There’s a bedroom, spinning wheel, vanity and a special birthday cake. Maleficent’s lair adds drama and excitement to the role-play action. Get creative using the modular design of this fun toy to easily move and swap sections within the model, or rearrange the rooms of the castle and integrate them with other compatible LEGO l Disney toys to build your own dream creations. Includes 2 mini-doll figures plus Merryweather and bunny figures.
Includes Aurora and Maleficent mini-doll figures, plus a good fairy and a bunny figure.
Features a modular Fairytale Castle with a balcony, vanity and a bed with hidden storybook tile, plus Maleficent’s lair with throne.
Accessory elements include a magic wand, crown, spinning wheel, hair bow, flowers, cake, mixing bowl, scissors, hairbrush, perfume bottle, basket, carrot, cherries and Maleficent's staff.
Customize the set by easily swapping and rearranging internal features such as the spinning wheel, vanity and cake table.
Move and rearrange the rooms and Maleficent’s lair to create a new castle every time, or combine, swap and mix this model with other compatible LEGO® l Disney toys to build your own dream creations.
Recreate favorite moments from Disney's Sleeping Beauty with iconic details such as the spinning wheel, giant cake and birthday dress decoration.
Create your own stories about life in the castle with this fun toy, and discover a secret storybook tile under Aurora’s bed.
Suitable for ages 6-12.
Sleeping Beauty’s Fairytale Castle measures over 11” (29cm) high, 4” (12cm) wide and 2” (6cm) deep.
Maleficent’s lair measures over 4” (11cm) high, 2” (6cm) wide and 2” (6cm) deep.",38.992,322.0,6-12,Easy
Disney™,Ariel and the Magical Spell,"Slide back the glass door and step inside Disney Princess™ Ariel’s Cave. Swim over to Ursula’s grotto and place Ariel at the revolving stand to reveal her human legs. This set is easy to build and perfect for fans of Disney’s The Little Mermaid to reenact their favorite scenes or create new stories of their own. Includes 2 mini-doll figures plus a Flounder figure.
Includes 2 mini-doll figures from Disney’s The Little Mermaid: Ursula and Ariel with switchable mermaid tail or legs, plus a Flounder figure. • Features Ariel’s Cave, Ursula’s grotto and a revolving stand to reveal Ariel’s human legs. • Ariel’s cave features a sliding door function, vanity, clamshell seat, hideout for Flounder, treasure chest and a ship’s wheel. • Ursula’s grotto features a buildable crystal globe to contain Ariel’s voice. • Accessory elements include a trident, coins, crystals, cookie, golden cup, potion bottles, lipstick, Ursula’s necklace, Ursula’s contract and a quill. • Relive key moments from Disney’s The Little Mermaid or create new stories of your own with these iconic characters. • Hang out at Ariel’s cave, trying out new looks at the vanity or playing amongst the treasure with Flounder. • Will the sea witch Ursula manage to persuade Ariel to sign the contract? • Turn the revolving stand and swap Ariel’s mermaid tail for legs. • Ariel’s cave measures over 5” (13cm) high, 5” (13cm) wide and 3” (9cm) deep. • Ursula’s grotto measures over 3” (8cm) high, 3” (8cm) wide and 3” (9cm) deep. • Revolving stand measures over 3” (9cm) high, 2” (7cm) wide and 1” (4cm) deep.",31.192,222.0,5-12,Average
Disney™,Mulan's Training Day,"LEGO® l Disney Mulan’s Training Day is easy to build and perfect for recreating favorite moments from the movie. Train hard using the turning training dummy, and sword and catapult with boulders, before taking a break with her foal, Khan. This LEGO® l Disney toy for girls and boys includes lots of beautiful and authentic details, including Mulan's yellow dress, her fan and a tea ceremony. Get creative using the modular design to easily move and swap sections within the model, or integrate the family temple with other compatible LEGO l Disney sets to build your own dream creations. Includes a mini-doll figure plus a horse figure.
Includes a Mulan mini-doll figure, plus Khan the horse figure.
Features a family temple, turning training dummy, catapult, tea ceremony and a cherry blossom tree.
Accessory elements include a sword, boulders, fan, teapot and a teacup.
Customize the set by easily swapping and rearranging internal features such as the tea ceremony, catapult and cherry blossom tree.
Combine, swap and mix this model with other compatible LEGO® l Disney toys to build your own dream creations.
Take aim at the training dummy with the catapult, and use the turn function to make it spin as Mulan practices her sword skills.
Help Mulan perform a tea ceremony and cool her down with the cute fan.
This toy for girls and boys is suitable for ages 5-12.
Family Temple measures over 4” (12cm) high, 2” (6cm) wide and 2” (6cm) deep.",14.032,104.0,5-12,Average
Disney™,Castle Interior Kit,"Make your castle fit for a princess with this LEGO® l Disney Castle Interior Kit, featuring small, buildable castle furniture and household items, assorted decorative accessory elements, a fabric rug and blanket, plus decorative stickers. Rebuild the furniture to make alternative items using the pictures for inspiration. Use this kit to customize your LEGO® l Disney building toys and inspire even more role-play fun.
Features small, buildable castle furniture and household items, assorted decorative accessory elements, a fabric rug and blanket, plus a sheet of decorative stickers.
Rebuild the furniture to create alternative items.
Transform the interiors of your existing LEGO® l Disney models.
Combine with the 40388 Mini-Doll Dress-Up Kit to create even more play possibilities for your LEGO® l Disney sets.",9.352,115.0,6+,Easy
Disney™,Mini-Doll Dress-Up Kit,"Kit out your mini-doll figures in Disney Princess style with the LEGO® l Disney Mini-Doll Dress-Up Kit, featuring a buildable sewing machine, dressing table, vanity table with chair and a clothes rack, plus assorted accessory elements. Use this kit to customize your LEGO® l Disney sets and inspire even more role-play fun.
Features various small builds including a sewing studio with buildable sewing machine, dressing table, vanity table with chair, clothes rack, 4 fabric capes and a fabric skirt to fit a mini-doll (not included), plus assorted accessory elements.
The perfect addition to your LEGO® l Disney play sets.
Combine with the 40307 Castle Interior Kit to create even more play possibilities for your LEGO® l Disney sets.",9.352,80.0,6+,Easy
Disney™,Anna & Kristoff’s Sleigh Adventure,"Enter the world of Disney Frozen on an exciting sleigh ride with Anna and Kristoff. Whether you're traveling through the snow or shopping for winter supplies at Wandering Oaken's Trading Post, Kristoff's sleigh allows you to reenact memorable scenes from the film and create new stories of your own. Includes Anna and Kristoff mini-doll figures plus Sven the reindeer.
Includes Anna and Kristoff mini-doll figures plus Sven the reindeer.
Features Kristoff's sleigh for icy adventures, Wandering Oaken's Trading Post to buy winter supplies and a barn to rest in.
Wandering Oaken's Trading Post includes an opening window and door, plus a barn fascia with a hay chute function to feed Sven and hay chairs that can be made into beds.
Ride over the ice with Anna and Kristoff to bring summer back to Arendelle.
Create new adventures with your favorite Disney Frozen characters.
Accessory elements include a banjo, skis, money, carrots, rucksack, perfume bottle, ice block, ice pick and 2 cups.
Sleigh measures over 2” (7cm) high, 6” (17cm) long and 2” (6cm) wide.
Wandering Oaken's Trading Post measures over 3” (10cm) high, 3” (10cm) wide and 1” (5cm) deep.
Barn fascia measures over 2” (6cm) high, 3” (10cm) wide and 1” (4cm) deep.",31.192,174.0,5-12,Easy
Disney™,Moana’s Island Adventure,"Explore the beautiful world of Disney’s Moana with Moana’s Island Adventure. Recreate memorable scenes from the movie as Moana learns about the legends of her ancestors, finds the heart of Te Fiti and plays the drums in the cave. Then create new adventures of your own, living out island life in and around her house with Pua her pet pig. Includes a Moana mini-doll, plus Pua the pig.
Includes a Moana mini-doll figure, plus her pet pig Pua.
Moana’s Island Adventure features Moana’s house with a fire for cooking and a cave area with waterfall.
Moana’s house features a bed, table, basket for fish and a map of Te Fiti.
Fire features rotating pole for cooking fish.
Cave area features special drums, a palm tree and a waterfall with secret reveal function.
Accessory elements include a banana, coconut bowl, pineapple, two fish, shell, oar and the heart of Te Fiti.
Enjoy the tropical fruit with Moana and cook fresh fish on the rotisserie while you learn about her ancestors.
Head to the waterfall and use the secret reveal function to find the heart of Te Fiti.
Play the drums in the cave to find out if Moana should embark on her epic voyage to restore harmony to Te Fiti.
This set offers an age-appropriate build and play experience for ages 5-12.
Moana’s house measures over 5” (14cm) high, 9” (24cm) wide and 3” (8cm) deep.
Cave area with waterfall measures over 3” (9cm) high, 4” (11cm) wide and 1” (5cm) deep.
Combine with 41150 Moana’s Ocean Voyage to continue the adventure.",23.392,205.0,5-12,Challenging
Disney™,Palace Pets Royal Castle,"With LEGO® Disney Whisker Haven Tales with the Palace Pets™ you can play with and care for these beloved royal pets within the much-loved Disney Princess environment. Whisker Haven is a magical land where the pets can meet and play together. Build the Palace Pets Royal Castle with its golden roof and customizable towers, then throw a royal ball with your own touch of fairytale magic.
Includes Dreamy (Princess Aurora's cat) and Windflower (Pocahontas' raccoon).
Palace Pets Royal Castle features a 2-story building with a golden roof, 2 towers, dining area, music room, revolving dance floor and a garden lookout.
Prepare the castle for a grand ball and lay out the delicious cake.
Put on a show in the music room then party on the revolving dance floor!
Place each Palace Pet in its own special spot for a good night's sleep.
Palace Pets Royal Castle measures over 6” (16cm) high, 5” (13cm) wide and 5” (13cm) deep.
The towers of Palace Pets Royal Castle are interchangeable with special parts of 41069 Treasure's Day at the Pool, 41140 Daisy's Beauty Salon and 41141 Pumpkin's Royal Carriage for a customizable Palace Pets play experience.",19.492,186.0,5-12,Easy
Disney™,Anna's Snow Adventure,"Enter the world of Disney Frozen and join Anna as she takes a break on her journey to visit her sister. With a feeding station for her horse and a campfire to make hot chocolate, they have everything they need to rest and refuel. The sleeping shelter has an opening function for easy play inside. Includes an Anna mini-doll, plus her horse.
Includes an Anna mini-doll figure in coronation outfit, plus her horse.
Features a shelter with an opening roof and a bed, a horse feeding station with hay bales to sit on, and a campfire.
Feed the horse, enjoy the campfire and make some hot chocolate.
Get a good night's sleep, then put the saddle on Anna's horse and continue your adventures!
Accessory elements include a map, chocolate and a cup.
This set offers an age-appropriate build and play experience for ages 5-12.
Shelter measures over 2” (7cm) high, 3” (10cm) wide and 3” (8cm) deep.
Horse feeding station measures over 3” (8cm) high, 3” (8cm) wide and 1” (3cm) deep.",19.492,153.0,5-12,Easy
Marvel Super Heroes,The Hulkbuster: Ultron Edition,"Build and display this superhero toy—a highly detailed LEGO® brick version of the Hulkbuster mech, featuring a rotating torso, posable fingers, arms, legs and feet, and glow-in-the-dark elements. Choose from 2 interchangeable left arms, including a jackhammer arm with punching function, and activate the LEGO light brick in the chest. This LEGO Marvel Super Heroes The Hulkbuster: Ultron Edition set also includes a display platform with alternate attachment points for posable robotic construction arms and a desk, plus a new-for-March-2018 Iron Man Mark 43 minifigure.
Includes a new-for-March-2018 Iron Man Mark 43 minifigure.
Hulkbuster features a flip-up head, rotating torso, posable fingers, arms, legs and feet, LEGO® light brick in the chest, 2 interchangeable left arms—a standard arm or jackhammer arm with punching function and 12 glow-in-the-dark elements.
Activate the chest light by pressing the button on the Hulkbuster's back.
Platform features a flip-up Hulkbuster information plate, plus 8 alternative attachment points for 2 posable robotic construction arms and a desk with 2 attached computer screen elements and space for the buildable hotrod car and buildable Veronica satellite.
Clip the spare Hulkbuster arm to either of the robotic construction arms for neat display.
Also includes a fire extinguisher element.
This superhero toy is suitable for ages 14+.
Hulkbuster measures over 9” (25cm) high, 3” (10cm) long and 8” (22cm) wide.
Platform (without attachable arms/desk) measures over 7” (19cm) wide, 8” (21cm) deep and under 1” (2cm) high.",116.992,1363.0,14+,Average
